smiles,4lde qvina,4lde smina
O=C1OCc2c1c1coc3cc(ONCO)c2c-1c3,-8.6,-8.7
O=CC1C2=C3CC4(CC2=C2C(=O)OOC24)C12OCC=CC32,-8.6,-8.7
COc1cc2c(CCCCc3ccccc3)c3cc(c2cc1)c(=CC(=O)c1c(O)cccc1)oc3=O,-8.6,-8.7
O=C1OC(CCCCF)c2c3C1=CCc3ccc2,-8.6,-8.7
CC=CCC=C(OC(=O)C1=CCC(=O)OC1)c1ccccc1,-8.6,-8.7
CC=CC1=C2C=C3OC24C(=CCNC(C)=O)C(=O)c2c(cccc2)C4C31,-8.6,-8.7
O=C(N=Nc1ccccc1)c1ccccc1,-8.6,-8.7
O=CC1=CNCC(CCc2ccccc2)=C1,-8.6,-8.7
CCCC=CC=Cc1cn2cc1c1c2cccc1,-8.6,-8.7
NC=CC=CC(=O)CCCCCC(=O)c1c(C=O)cccc1,-8.6,-8.7
COc1cc(OCC2=C3COCC2=CC3=O)ccc1,-8.6,-8.7
O=C1N2c3ccccc3C3C2C2=CCOC2N13,-8.6,-8.7
C(=Cc1ccccc1)c1ccccc1,-8.6,-8.7
CC(CCc1ccccc1)=C(Sc1ccccc1)C(=C(C)CCc1ccccc1)c1c(NC=NCN)cccc1,-8.6,-8.7
c1ccc(-c2cn(CC3CCCCC3)cn2)cc1,-8.6,-8.7
CC=CC(=O)c1cc(C(=O)OCC)c(COc2ccccc2)oc1=O,-8.6,-8.7
CCCCCC(=O)C(C(=O)CCc1ccccc1)C(C(=O)OCC)N1CC(CC)=C(N)C1=O,-8.6,-8.7
CCOC(=O)C(=Cc1c(N)cccc1)C1=C(C)CCC1=O,-8.6,-8.7
CN(C)C12SCNC1=CCC2Cc1ccccc1,-8.6,-8.7
O=C(O)C1=C2C3=CC(=O)N2C2(CCCOC2=O)C3=C1,-8.6,-8.7
O=C1COC2(OC(=O)c3ccccc3)OC(=O)C=C2N1,-8.6,-8.7
COc1ccc(C=C2C=C3NCC2=C3O)cc1,-8.6,-8.7
O=C(O)C1=c2ccccc2=CCC1,-8.6,-8.7
c1ccc(-c2csc3ccccc23)cc1,-8.6,-8.7
Cc1c(N=C2OC3C=C(O)N2C(C2=CC4=CC(CO4)C2)=C3)cccc1,-8.6,-8.7
CCCOC(=O)C(=CC(C)C)C(Cl)=C1C=C(CNC(C)=O)OC1=O,-8.6,-8.7
O=C1c2c(Cl)ccc(c2)N1C1=CC=CCC1,-8.6,-8.7
CC1C=c2c(c[nH]c2=C2C=CC=CC2)C(=O)O1,-8.6,-8.7
CCOC(=O)C1C(=O)NNC1OC(=O)c1ccccc1,-8.6,-8.7
O(C(=O)c1c2c3c([nH]c2cc(N)c1)cccc3)CC,-8.6,-8.7
O(C1=C(CC(=O)Nc2c1cccc2)c1ccccc1)C(=O)c1ccccc1,-8.6,-8.7
CCc1cccc(-c2ccccc2)c1,-8.7,-8.7
O=C1N2CCC(COc3c(Cl)cccc3)N1c1cc2c(Cl)cc1,-8.7,-8.7
NC(=Nc1ccccc1)c1ccccc1,-8.7,-8.7
NC(=O)Nn1sc2c(c(C=O)ccc2)c1=O,-8.7,-8.7
O=Cc1cccc(-c2ccccc2)c1CC1=COC(=O)C1,-8.7,-8.7
CC(=CNC(=O)SN(Cc1ccccc1)N(c1c(Cl)cccc1)[SH](=O)=O)C(=O)O,-8.7,-8.7
O=C1c2c(cccc2)-c2c(Cl)c1ccc2,-8.7,-8.7
CC=CCC(=O)S(=O)(=O)C=COc1ccccc1,-8.7,-8.7
CCC=C1C=C2NC(=O)N1c1ccccc21,-8.7,-8.7
O=C1OC(=O)C2NC(=O)N(c3ccccc3)c3c2c1ccc3,-8.7,-8.7
CCNC=CC=CCC(=O)c1ccc(OC)cc1-c1ccc(Cl)cc1,-8.7,-8.7
Clc1ccc(Cc2ccccc2)cc1,-8.7,-8.7
O=CCNN(CC=Cc1ccccc1)c1ccc(Cl)cc1,-8.7,-8.7
CNC(=O)c1c(C(=O)OC(C(=O)c2ccccc2)=C(C)C(C)=Cc2ccc(Cl)cc2)cccc1,-8.7,-8.7
CC=CC(C(=O)C(=O)c1ccccc1)=C1C=C(c2ccccc2)SC1(C)C(=O)O,-8.7,-8.7
Cc1c(C=O)[nH]n(C(=O)c2ccccc2)c1=O,-8.7,-8.7
CC1=CC(N(C=CC=CCC=O)CCc2ccccc2)=C(C=O)CC1,-8.7,-8.7
COc1ccc2c(c1)C(=O)CC1=CC(=O)OC12,-8.7,-8.7
O=C1NCC2=C1C=C(Oc1c(Cl)cccc1)C2,-8.7,-8.7
CCC(C(=O)O)=C(C(C(=O)O)=C(N)c1ccccc1)c1ccccc1,-8.7,-8.7
O=C(CCCCc1ccccc1)c1ccccc1,-8.7,-8.7
CC(C(N)=O)=c1ccccc1=C1OC(=O)C=C1CCc1ccccc1,-8.7,-8.7
Cc1coc(C=c2[nH]c(=O)[nH]c2=CCC=CC2Oc3ccc2cc3)c1,-8.7,-8.7
NC(C=O)=C1C(Oc2ccccc2)=NN=C1c1ccccc1,-8.7,-8.7
O=C1CC2=C(Cc3ccc4cc3OC4=O)C(=CC2)O1,-8.7,-8.7
O=C1Oc2c(cccc2)C1=C1C=CC2CCCCC2O1,-8.7,-8.7
O=CC1=C(C(C=O)c2ccccc2)C=CCC1c1ccccc1,-8.7,-8.7
O=C1CC=C(C=C(COCc2ccccc2)c2ccccc2)N1,-8.7,-8.7
CCOC(=O)c1ccc(NC(=O)C2CC3=CC(=O)N2C3)cc1,-8.7,-8.7
O=C1CN(C(=O)c2ccccc2)C(=O)c2c1cccc2,-8.7,-8.7
CC1=CC(=O)C(C=C2C=C=NC2=O)=CC1c1ccccc1,-8.7,-8.7
CCCc1ccc(C2=CCC=C2C)cc1,-8.7,-8.7
O=C1C2=C=NN(c3ccccc3)N1C(c1ccccc1)S2,-8.7,-8.7
CC=CC(CC)=C(C=CC=CCC(F)F)c1ccccc1CC,-8.7,-8.7
O=C1COC(Cc2ccc(Cl)cc2)=C(Cl)N1,-8.7,-8.7
O=C(Nc1cc2cc3cn(cc13)C2)c1ccccc1,-8.7,-8.7
O=Cc1c(C=CC2=CN=CNS2(=O)=O)cccc1,-8.7,-8.7
CC(C)Oc1c(OC(=O)N2CC(C)OC2Br)cccc1,-8.7,-8.7
O=CC1=CNC(=O)C(C(=O)c2ccccc2)C1,-8.7,-8.7
CC1=C(C2=C3C4=CC(=C3OC2=O)COC4=O)C(=O)C(=O)C1,-8.7,-8.7
NC(=O)NC=Nc1cc2cncn2c2c1cccc2,-8.7,-8.7
CC(C=O)=Cc1cnc(NC(=O)c2ccccc2)s1,-8.7,-8.7
COc1c2oc3cccc4c3c(c-2cc1)C(=O)C4,-8.7,-8.7
CC=CCC1(C(=O)c2ccccc2)Oc2ccc1cc2,-8.7,-8.7
O=C(CCCF)c1c(C(=O)c2ccccc2)cccc1,-8.7,-8.7
CC=CCC(=Cn1cc(C)c(=O)[nH]1)C(=O)c1ccccc1,-8.7,-8.7
CNC(=O)Cc1c2ccccc2nc2c1cc(N[SH](=O)=O)o2,-8.7,-8.7
O=C1OC2C3=CCC1=C3c1ccc(Cl)cc12,-8.7,-8.7
CCCCC=C(OC(=O)c1ccccc1)c1ccccc1,-8.7,-8.7
CCC(=O)N1C(=CC=CNC(=O)NC)C(=O)c2c1cccc2,-8.7,-8.7
O=[SH](=O)c1c(S(=O)(=O)c2ccccc2)cc(Cl)cc1,-8.7,-8.7
CC1OC2=CC(=O)C(c3ccccc3)C2=C1Cl,-8.7,-8.7
CC1=C(Cc2ccc(Cl)cc2)OC(=O)C1,-8.7,-8.7
O=CNc1cc(COc2ccc(Cl)cc2)cnc1,-8.7,-8.7
O=C(NCc1ccc(Cl)cc1)c1ccccc1,-8.7,-8.7
CC=C(Cl)C(=Cc1ccccc1)C(=O)c1ccccc1,-8.7,-8.7
CC=CNc1c(OC(=O)c2ccccc2)cccc1,-8.7,-8.7
O=C1CNC(=O)N1C(F)=Cc1ccccc1,-8.7,-8.7
C=C1C=CC(C=O)=C1C(=O)ON1Oc2c(NC)c(NC)c1c(C(=O)OC)c2,-8.7,-8.7
CC(CCl)C(C=O)=CNC(=O)N(C)C(=O)c1ccc(Cl)cc1,-8.7,-8.7
N=NOC(=O)CCC(Cl)=C(OC(=O)c1ccccc1)c1ccccc1,-8.7,-8.7
Cc1c(SC(=O)c2ccccc2)cccc1,-8.7,-8.7
O=C(c1ccccc1)C(F)(Cl)c1ccc(Cl)cc1,-8.7,-8.7
O=C1NC=C2C3=CC(=O)C2(O1)c1cc(Cl)ccc31,-8.7,-8.7
O=C1NC2(c3ccccc3)C=CC1=C2C(Cl)Cl,-8.7,-8.7
CNC(=O)NC=CC=C1CCC(=O)c2ccc(Cl)cc12,-8.7,-8.7
O=C1CC=CC2=C1C=CC(=CS(=O)(=O)Cl)C2=O,-8.7,-8.7
O=C1NC=CC1=CNC(=O)c1ccccc1,-8.7,-8.7
CCC(=Cc1ccccc1)C(=O)OC(=O)NC,-8.7,-8.7
CNC(=O)C1C(=O)NC=C(C=CC(Br)=CC=CN)C1=CF,-8.7,-8.7
O=c1[nH]c2c(cccc2)c(=O)n1-c1c2cc(cn1)OC2,-8.7,-8.7
O=C1NC=CC1=CNC(=O)C1=C(CF)C=CC1,-8.7,-8.7
CC1=C(C=C2C(=O)CCC=C2C(F)F)COC(=O)C1,-8.7,-8.7
CC=C(C)N(c1ccc(C)cc1)c1c(CC)cccc1,-8.7,-8.7
O=C(c1ccccc1)n1c(=O)c2c(Cl)n(CC2)c1=O,-8.7,-8.7
O=C1CC=CC=C1C(Cl)C(=O)OCCc1ccccc1,-8.7,-8.7
CNC(=O)OC(=O)C1(OC(=O)NC)C(=O)N(C)c2c1cc(C(=O)NC)cn2,-8.7,-8.7
c1ccc(-c2nnc3ccccc3n2)cc1,-8.7,-8.7
CC1=C(C(=CCCC=O)c2ccccc2)OC(=O)C1,-8.7,-8.7
CC1CC(=O)NC(c2c3ccc(c2)o3)=C1Cl,-8.7,-8.7
CC1=NC(=CNC(=O)c2ccccc2)OC(=O)C1,-8.7,-8.7
Cc1c2ccc(n1)cc2C(=O)c1ccccc1,-8.7,-8.7
CC=CCC(=O)NC(=NC=CC=C1C=CNC1=O)c1ccc(Cl)cc1,-8.7,-8.7
CC1=CC(=CC2=CCCC(=O)O2)OC(=O)C1=O,-8.7,-8.7
CC=CC(=CC(Cl)=CC)C(=O)NCc1ccccc1,-8.7,-8.7
CC=CCC(=O)N1C(=O)CC(C)=C1SCC1=CNC(=O)OC1,-8.7,-8.7
COC(=O)c1c(C(CC(C)=O)c2ccc(Cl)cc2)cccc1,-8.7,-8.7
CNC(=O)NC(=NC=C1C=C(CCCl)C(=O)O1)c1cc2ccc1o2,-8.7,-8.7
CNC(=O)NC=CC=Cc1c2cccc1OC2=O,-8.7,-8.7
COc1ccc(C=CCCOC(=O)c2ccccc2)cc1,-8.7,-8.7
CCOCC(=O)c1c(C(=O)c2ccccc2)cc(Cl)cc1,-8.7,-8.7
CN(C(=O)c1ccc(Br)cc1)C(=O)n1c(=O)[nH]cc(OC(=O)CCCCl)c1=O,-8.7,-8.7
O=CN(CCl)C(=O)CC=CCC(=O)c1ccccc1,-8.7,-8.7
CC=CC=C(C=O)C1=CC(=O)OC1C(=O)c1ccccc1,-8.7,-8.7
O=C1NC=C(CC(=O)c2ccc(Br)cc2)CO1,-8.7,-8.7
O=C1CCC=C(C2C=C3C4=CC(=C3O2)C(=O)O4)O1,-8.7,-8.7
Clc1ccc(C2CC=C3C=C2OC3)cc1,-8.7,-8.7
C1=CN=C(C=Cc2cc(-c3ccccc3)cs2)C1,-8.7,-8.7
CCCC=CC=COc1ccc(-c2cccnc2)cc1,-8.7,-8.7
C1=C(c2ccccc2)C(Sc2ccccc2)SC(c2ccccc2)=C1Cc1ccccc1,-8.7,-8.7
CCCC=CC=C1C(c2ccccc2)=CC(=O)N1Cc1ccccc1,-8.7,-8.7
CCCC=CC=COCNC(=O)NC=CCCc1ccccc1,-8.7,-8.7
O=S(=O)(CCCc1ccccc1)c1ccccc1,-8.7,-8.7
O=C1C(N2C=CCc3c2cccc3)=C(c2ccccc2)c2ccccc12,-8.7,-8.7
CC=CCc1ccc2ccccc2c1,-8.7,-8.7
CC=CC=CC1=C(C)C(c2ccccc2)=CC1,-8.7,-8.7
Cc1ccncc1N1CCCc2c1cccc2,-8.7,-8.7
Clc1ccc(C=CC=CC2=C(c3c4ccn3c3c4cccc3)C(c3ccccc3)=CC2)cc1,-8.7,-8.7
CCN(CC)c1ccc2CC=C(c3ccccc3)c2c1,-8.7,-8.7
C=C(SC(=NNc1ccccc1)c1ccccc1)C(N)=O,-8.7,-8.7
C=CC=C1C(c2ccccc2)=C(OC)C(=O)N1CCCc1ccccc1,-8.7,-8.7
CC=CCCCN1C=C(c2ccccc2)CCC1=O,-8.7,-8.7
CCCC=CC=C(c1ccccc1)c1ccccc1,-8.7,-8.7
CCC1=COC(=Cc2ccccc2)C=C1,-8.7,-8.7
O=C(OCCc1ccccc1)c1ccccc1,-8.7,-8.7
O=S(=O)(CCc1ccccc1)c1ccccc1,-8.7,-8.7
CC1=C(SCc2ccccc2)C(c2ccccc2)=C(c2ccccc2)CC1,-8.7,-8.7
CCc1c(N2CCOC2=O)cc(OC(F)=CC=O)cc1,-8.7,-8.7
O=C=CNC(=O)C1=CC=CC1c1ccccc1,-8.7,-8.7
CCc1ccc(NOC2=CCC(N)=N2)cc1,-8.7,-8.7
CC=CC(CC)=C(SC=CC(=O)OCC)C(=O)OC=C(C)c1ccccc1,-8.7,-8.7
O=C1C2=c3sc(=C(c4ccccc4)C2)n1c3=O,-8.7,-8.7
CC=CC(CC)=C1C(=CCCc2ccccc2)OC=C(Oc2ccccc2)C1(F)F,-8.7,-8.7
CC=CCCCC(=C=O)Oc1c2cc(cc1)C(CC)=C(OC)O2,-8.7,-8.7
CC=C(C=CC=CCCC)C(C(=O)OCC)c1ccccc1,-8.7,-8.7
O=C=CC=C1COC(=O)C1c1ccccc1,-8.7,-8.7
CCc1ccc(OC(=O)CCCc2ccccc2)cc1,-8.7,-8.7
O=c1cc2-c3c4CC(n31)n2c1c4cccc1,-8.7,-8.7
Clc1ccc(N2c3c4ccc(c3)OC2C4)cc1,-8.7,-8.7
CCc1c2cc(OCCCCc3ccccc3)c(c1)o2,-8.7,-8.7
COc1ccc(Cc2ccccc2)c(C)c1,-8.7,-8.7
CC(=O)N(C1=C(c2ccccc2)CC=C1)c1c2ccc(c1C)cc2,-8.7,-8.7
Cc1ccccc1-c1ccc(Cl)cc1,-8.7,-8.7
COc1ccc(CC(SCc2ccccc2)=C(c2ccccc2)c2ccccc2C)cc1,-8.7,-8.7
Cc1ccccc1-c1ccc(F)cc1,-8.7,-8.7
CCc1ccc(C2=CCC=C2C)cc1,-8.7,-8.7
O=S1(=O)Cc2ccc1cc2-c1ccccc1,-8.7,-8.7
CCC=CC=CC(=CCCc1ccccc1)c1ccc(Cl)cc1,-8.7,-8.7
C=COC1=C(c2ccccc2Cc2ccccc2)C(C(=O)OCC)N(c2ccc(Cl)cc2)C1=O,-8.7,-8.7
O=Cc1ccc2c3=CC(=O)c4c5ccc(c43)n5c2c1,-8.7,-8.7
CC=CCCc1c2ccc(CC)c(-c3ccccc3)c2ccc1,-8.7,-8.7
CC=CCC=CC=CC=CCCc1ccccc1,-8.7,-8.7
Cc1ccccc1C1c2ccc(cc2)C1Br,-8.7,-8.7
O=C=NN=Cc1ccccc1C1Cc2ccc1cc2,-8.7,-8.7
Cc1ccccc1C1C(=N)c2ccc1cc2,-8.7,-8.7
ClC1=Cc2cc1ccc2Cc1ccccc1,-8.7,-8.7
CC1=C(Cc2ccccc2)C=CC1=O,-8.7,-8.7
CC=C1C=C(c2ccccc2)C(C)=C1c1ccccc1,-8.7,-8.7
NC(=O)CC=C1c2c(cccc2)Oc2c1cccc2,-8.7,-8.7
CC1=CC(=CC=C(C)C2C(=O)c3ccc2cc3)C(c2ccccc2)=C(Cc2ccccc2)C1,-8.7,-8.7
CC1=CC(=C(C)Cc2ccccc2)OC(=O)N1C(CCc1ccccc1)N1C(=O)C(Cl)OC(=O)C1CCc1ccccc1,-8.7,-8.7
OCC1=CCc2c(cccc2)N1c1ccc(Cl)cc1,-8.7,-8.7
C=CC=Cc1cccc2c(C)cccc12,-8.7,-8.7
CC=Cc1ccc(OC=CC2C=C3C=CC2=C3C=CC=CC=CC=CCCC)cc1,-8.7,-8.7
CCCC=CC=CC=CC=CC1=CC(=O)OCC1,-8.7,-8.7
C1=C(c2ccccc2)C2=C(C1)COC2,-8.7,-8.7
CC=C1C2=CC(NC(C)=O)=C1c1c(cc(OC)cc1)O2,-8.7,-8.7
CC(Cc1ccccc1)=C(C=N)S(C)(=O)=O,-8.7,-8.7
O=C(c1ccccc1)C1Oc2ccc1cc2,-8.7,-8.7
COc1ccc(CCC=CN2C(=O)C=CC2=O)cc1,-8.7,-8.7
O=CC(Cc1ccccc1)S(=O)(=O)C=CCC1Cc2ccc1cc2,-8.7,-8.7
FC12C=CC(C=C1)C(c1ccccc1)=C2,-8.7,-8.7
Cc1cc2=Cc3c(c2=O)n1c(-c1cc2c4N=c(o1)c-2cc4=CF)c3-c1ccccc1,-8.7,-8.7
CON=COc1ccc(C2=C3CC4=C2CN(C4)C3)cc1,-8.7,-8.7
O=c1oc(-c2ccccc2)c2CCCn21,-8.7,-8.7
CC(C=CC1=C2C=CC(C=N2)O1)Oc1c(Cl)cccc1,-8.7,-8.7
O=CNC=C1C(=O)OC(=O)c2cc3cc(c12)C(=O)N3,-8.7,-8.7
NC(=O)OC(=O)C1=C(c2ccccc2)C=CC1,-8.7,-8.7
Cc1ccccc1C(=C(OC(N)=O)c1ccccc1)c1ccccc1,-8.7,-8.7
O=Cc1c2-c3=c4c5c2oc(=O)c4c(CO5)c-3c1,-8.7,-8.7
CCc1ccc(OC(=O)c2cn(C)c(=Cc3c(N)cccc3)c2=CS)cc1,-8.7,-8.7
CC=CC(C)=COc1c2cc(c(C=CC=O)c1)N(C)C2=O,-8.7,-8.7
CCc1ccccc1C(=NC(C)=O)c1ccccc1,-8.7,-8.7
O=c1c2ccc(cc2)n1Cc1ccccc1,-8.7,-8.7
NC(=O)NCCCOc1c2CCCOc2c(Cl)cc1,-8.7,-8.7
O=C1OCC(CN[SH](=O)=O)=C(C2=COc3cc2ccc3)C1=Cc1ccccc1,-8.7,-8.7
CCn1c(=O)cc(Sc2c(-c3ccccc3)cccc2)c2ccc(C#N)cc21,-8.7,-8.7
C=C1CCn2cc(-c3ccccc3)cc12,-8.7,-8.7
N=C1C2=CC3=C1C=C1CC(=O)C2=C13,-8.7,-8.7
CCOc1cc2c3ccc(c2cc1)n3C(=O)CC,-8.7,-8.7
CCC(=O)Oc1cc(Cl)c(C(=O)c2ccccc2)c2c1OC(=O)C2CC,-8.7,-8.7
CC1C=C2C(=C3C(=O)OC2=C3c2ccc3cc2C(=O)N3)O1,-8.7,-8.7
CC=CC(=CNC(N)=O)c1ccccc1,-8.7,-8.7
COc1ccc(C2=C3C(=O)CC(C)=C3CC2=O)cc1,-8.7,-8.7
O=C1C=CC(=O)C1CCc1ccccc1,-8.7,-8.7
CC=CCC(=O)c1c2ccccc2ccc1,-8.7,-8.7
O=C1C(c2c[nH]c(=O)[nH]2)=C2CN1c1c2cccc1,-8.7,-8.7
O=C1CCC(=O)N1C1Cc2c(cccc2)S1,-8.7,-8.7
CC=Cc1ccccc1C(=O)n1c(=O)cc[nH]c1=O,-8.7,-8.7
Clc1c(-n2cccc2-c2ccccc2)cccc1,-8.7,-8.7
NC(=O)N1Cc2c(-c3ccccc3)sn1c2=O,-8.7,-8.7
O=C(NCc1ccccc1)c1ccccc1,-8.7,-8.7
O=C1c2c(cccc2)-c2c1c1cc3c2c(=O)n1C3,-8.7,-8.7
O=C1COCC2CCCC(Oc3cc4ccc3cc4)N12,-8.7,-8.7
CCc1c(C)c(N(C(CC)C(=O)O)N2CC(O)C(C)NC2=O)nc(F)n1,-8.7,-8.7
C=[SH]c1c2cc(c(C(CC)c3ccccc3)c1)S(=O)(=O)O2,-8.7,-8.7
Cn1c(C23OC(=O)C4=C5SC6=C2C4=C2CN6C53C2)cccc1=O,-8.7,-8.7
CC=CC=C(OC(=O)c1ccccc1)C(=O)Oc1ccccc1,-8.7,-8.7
CCC(C)(c1ccccc1)c1cc2c(cc1)c1c(cccc1)n2-c1ccccc1,-8.7,-8.7
CC1=C2C3CC1N(OC3=O)C2SCOc1c(-c2ccccc2)[nH]c2c1cccc2,-8.7,-8.7
CC1CCC(OCCC2CC(=O)N2)OCC2CCCC1N2,-8.7,-8.7
c1ccc2c(c1)CCCCCCCNCCN2,-8.7,-8.7
CC1CCC23CCC(OC(C)(C)C4=CC2=C4)C(C1)O3,-8.7,-8.7
CC1CCC(C)C(=O)OCC(C)(C)CC1,-8.7,-8.7
CN(C)C(=O)N(C)CCC(CCC1CC1)C1CN(c2ccccc2)C1,-8.7,-8.7
CCC=CC=CC1C(C)C(=O)OC2C3C(CCC)C3C12C(C)(C)C,-8.7,-8.7
C1=C(c2ccccc2)n2c3cc(c2cc3)O1,-8.7,-8.7
O=C1CC2(c3ncccc3)OC(=O)C3=CC=CNC32O1,-8.7,-8.7
O=C1CC(=O)N(C2(F)OCCC23Oc2cc3c(Cl)cc2)c2c1cccc2,-8.7,-8.7
CCC(=O)OC1(F)N2NC(=O)N1c1c(cccc1)C2=O,-8.7,-8.7
COc1ccc2C3=CCOC34c3c(cccc3)OC4c2c1,-8.7,-8.7
O=C1N=C2CCC3=C4NC(=O)N(c5c3cccc5)C24CN1,-8.7,-8.7
O=C1C=C2CC1C(=O)c1c2cccc1,-8.7,-8.7
O=C1c2c(cccc2)C2CCC(Cc3ccccc3)N12,-8.7,-8.7
COc1ccc(C2=C(C(C)O)C(=O)c3c(cccc3)C2)cc1,-8.7,-8.7
COc1ccc(C2=CCC(=O)OC2=NC2=CC(C)(C)Oc3ccccc23)cc1,-8.7,-8.7
CC(=O)N1CC=C(C(=CC2=NN=C(C)C2)c2ccccc2)C1=O,-8.7,-8.7
COc1ccc(CC=COc2ccccc2)cc1,-8.7,-8.7
O=C1NC=C2C3=C4C(=O)C25c2c(cccc2)C4=C(c2ccccc2)C5N13,-8.7,-8.7
O=C(C(=Cc1ccccc1)OC(=O)c1c(Br)cccc1)c1ccccc1,-8.7,-8.7
O=CC=CC=Nc1c(N=CCCC=O)ccc(OC(=O)c2ccccc2)c1,-8.7,-8.7
CCC1=Cc2nc1c(-c1ccccc1)c(OC(=O)CC=C(N)C=O)c2,-8.7,-8.7
O=C1C=C2C3=Cc4c(Cl)cccc4C2(Cc2ccccc2)c2c1c3ccc2,-8.7,-8.7
BrCc1c(CCc2ccccc2)cccc1,-8.7,-8.7
O=CC1=CC2=CC(C=O)=C3C2c2c(cccc2)C(=O)N13,-8.7,-8.7
CC=CC(C)=Cc1c2cc(cc1C)OC2=O,-8.7,-8.7
CC(C=O)=COC(=O)c1c2ccccc2ccc1,-8.7,-8.7
O=C1CCCC(=O)N1C(=O)c1ccccc1,-8.7,-8.7
CC(=O)Nc1c(C=COc2ccccc2)c(=O)oc(CCl)c1,-8.7,-8.7
CCCC=CC=C(C=O)C=CC=COc1ccccc1,-8.7,-8.7
CC=CCC(=O)c1c(Cl)cc2OC(=O)C3CCc1c23,-8.7,-8.7
CNC(=O)c1c2ccccc2c(C(=O)OC)cc1,-8.7,-8.7
Cc1ccc(Cl)c(OC2C=C3C=C2NC3=O)c1,-8.7,-8.7
C=CC(=CC)OC(=O)c1c(NN=C(C=CC)CC)cccc1,-8.7,-8.7
O=C1CC(=C2C=Cc3c(cccc3)N2)CCO1,-8.7,-8.7
CC1=C(c2ccccc2)CC2=C(C=O)CC(=O)C2S1,-8.7,-8.7
O=C1CN2C3=CCC(c4ccccc4)=C3OC(=O)C2N1,-8.7,-8.7
CCOC(=O)C(C)=CCC(=C(C)OC(=O)c1ccccc1)c1ccccc1,-8.7,-8.7
CCOC(=O)C=C(C)OC(=O)C=C1C2=C(C)C(C(=O)C2Cl)c2c1cccc2,-8.7,-8.7
CC=CC=Cc1cccc2c1c(=O)cc[nH]2,-8.7,-8.7
CN1C(=O)CC=C1CCC(=O)c1ccccc1,-8.7,-8.7
O=c1[nH]c2c3cc(N=C4C=CC=CC4)c(c2)n13,-8.7,-8.7
COc1cc2c(NC(=O)c3ccccc3)c(OC)c1[nH]2,-8.7,-8.7
CCCC=CC=C1c2c3OC(=O)C1Cc2cc(SC)c3O,-8.7,-8.7
CCC1=C2C(=O)N(C1)CC1(CCCCC1)N2c1c(C)cccc1,-8.7,-8.7
CC=CC(C)=C(OCc1ccccc1)c1c(OCCC)cc(OC(=O)CC)cc1,-8.7,-8.7
CCC(COC(=O)c1c2ccc(c1)n2CN=CN)c1ccccc1,-8.7,-8.7
Clc1ccc(-n2c3cnc2c2c3CC=C2)cc1,-8.7,-8.7
CC1CC(=O)c2c1c1cc3c2n1c(=O)o3,-8.7,-8.7
O=c1[nH]cc(-c2cc3c4cc2n3c(=O)[nH]4)c(=O)o1,-8.7,-8.7
COc1c2cc(N3C(C)=Cc4nc5cc3c4cc5)c(c1)n2C,-8.7,-8.7
CCOc1cc2c(c3c1[nH]c(=O)[nH]3)n1c3c(C)c(ccc3)c1n2,-8.7,-8.7
CC(=O)C1C(=O)N2C(=O)N(C)C1c1c2cccc1,-8.7,-8.7
CC(=O)OC(CF)=C(Sc1ccccc1)C(=O)c1ccccc1,-8.7,-8.7
NC=NCn1c2ccc1c(OC(=O)c1ccccc1)c2,-8.7,-8.7
CCCC1COC(=O)C12CC1=C(C)C2c2c(cccc2)C1,-8.7,-8.7
O=C1C=c2cccc1c2=Cc1ccccc1,-8.7,-8.7
CC=C1C=CC=CN1c1cc(OCCC)c(Cl)cc1,-8.7,-8.7
O=C1OCCC(C=CC=CN2CCOC2=O)=C1c1cc2cc3c1CN2C3=O,-8.7,-8.7
Cc1c(C2=C3OC4C5=C3CC(=C24)CO5)ccc(=O)o1,-8.7,-8.7
O=C1C=CC2=C3C4=C(CC35OC2(O1)c1c5cccc1)c1ccccc1C4,-8.7,-8.7
CC1=C([SH](=O)=O)C23Oc4c(C2=C1)c(c(Cl)c(Br)c4)O3,-8.7,-8.7
c1cc2c(cc1)N1CSC2c2c1cccc2,-8.7,-8.7
Cc1c(N=C2C3Oc4c(C)c3cn24)cccc1,-8.7,-8.7
Clc1ccc(N(Cc2c(Cl)cccc2)C2=Cc3c4CC5=C2n4c(c3)C5)cc1,-8.7,-8.7
Clc1cc(/C=C2/CCc3c(-c4c2cccc4)cccc3)ccc1,-8.7,-8.7
Clc1ccc(n2c3nc(N)c(nc3nc2)N)cc1,-8.7,-8.7
s1c2c(c3c1cccc3)c([N+](=O)[O-])cc1c2nccc1,-8.7,-8.7
O=C1NC(=O)NC21C1C3CC(C1C=C2)CC3,-8.7,-8.7
o1c2c(c3c(cc2C)cccc3)c(=O)c2c1cccc2,-8.7,-8.7
O1C(=O)C2C(CC=CC2)C(=C1c1ccccc1)C(=O)OC,-8.7,-8.7
O=C1N(c2c(C(=O)N1)cccc2)C(=O)C(c1ccccc1)C,-8.7,-8.7
O(Cc1cc2[nH]c3c(c2cc1)ccc([N+](=O)[O-])c3)C,-8.7,-8.7
O1C(NCC1)(c1ccccc1)c1ccccc1,-8.7,-8.7
O=C1CCC(Cc2c1cc1OCOc1c2)c1cc(OC)c(OC)cc1,-8.7,-8.7
Clc1c(C2SCC(=O)N2NS(=O)(=O)c2ccc(cc2)C)c(Cl)ccc1,-8.7,-8.7
O(C(=O)c1c2nc3c(cc2[nH]c2c1cccc2)cccc3)CC,-8.7,-8.7
